sale_id,elevation,segment,grade,price_lo_lkr,price_hi_lkr
SALE_34_2025,high_grown,other_uva,bopf,1200.0,1220.0
SALE_34_2025,high_grown,other_uva,pekoe_fbop,820.0,1400.0
SALE_34_2025,high_grown,other_uva,op,810.0,1100.0
SALE_49_2024,high_grown,best_western,bop,1360.0,1420.0
SALE_49_2024,high_grown,best_western,bopf,1320.0,1400.0
SALE_49_2024,high_grown,best_western,pekoe_fbop,1360.0,1600.0
SALE_49_2024,high_grown,best_western,op,1100.0,1300.0
SALE_49_2024,high_grown,below_best_western,bop,1220.0,1320.0
SALE_49_2024,high_grown,below_best_western,bopf,1220.0,1300.0
SALE_49_2024,high_grown,below_best_western,pekoe_fbop,1100.0,1340.0
SALE_49_2024,high_grown,below_best_western,op,980.0,1080.0
SALE_49_2024,high_grown,plainer_western,bop,1020.0,1220.0
SALE_49_2024,high_grown,plainer_western,bopf,1060.0,1180.0
SALE_49_2024,high_grown,plainer_western,pekoe_fbop,780.0,1080.0
SALE_49_2024,high_grown,plainer_western,op,900.0,960.0
SALE_49_2024,high_grown,brighter_udapussellawa,bop,1100.0,1180.0
SALE_49_2024,high_grown,brighter_udapussellawa,bopf,1140.0,1200.0
SALE_49_2024,high_grown,brighter_udapussellawa,pekoe_fbop,1340.0,1700.0
SALE_49_2024,high_grown,brighter_udapussellawa,op,1080.0,1320.0
SALE_49_2024,high_grown,other_udapussellawa,bop,1040.0,1080.0
SALE_49_2024,high_grown,other_udapussellawa,bopf,1100.0,1120.0
SALE_49_2024,high_grown,other_udapussellawa,pekoe_fbop,820.0,1320.0
SALE_49_2024,high_grown,other_udapussellawa,op,900.0,1060.0
SALE_49_2024,high_grown,best_uva,bop,1100.0,1180.0
SALE_49_2024,high_grown,best_uva,bopf,1140.0,1180.0
SALE_49_2024,high_grown,best_uva,pekoe_fbop,1300.0,1750.0
SALE_49_2024,high_grown,best_uva,op,1100.0,1300.0
SALE_06_2026,high_grown,best_western,bop,1460.0,1700.0
SALE_06_2026,high_grown,best_western,bopf,1440.0,1600.0
SALE_06_2026,high_grown,best_western,pekoe_fbop,1260.0,1650.0
SALE_06_2026,high_grown,best_western,op,980.0,1040.0
SALE_06_2026,high_grown,below_best_western,bop,1340.0,1440.0
SALE_06_2026,high_grown,below_best_western,bopf,1280.0,1400.0
SALE_06_2026,high_grown,below_best_western,pekoe_fbop,1000.0,1240.0
SALE_06_2026,high_grown,below_best_western,op,900.0,960.0
SALE_06_2026,high_grown,plainer_western,bop,1040.0,1320.0
SALE_06_2026,high_grown,plainer_western,bopf,1020.0,1260.0
SALE_06_2026,high_grown,plainer_western,pekoe_fbop,920.0,980.0
SALE_06_2026,high_grown,plainer_western,op,720.0,860.0
SALE_06_2026,high_grown,brighter_udapussellawa,bop,1120.0,1140.0
SALE_06_2026,high_grown,brighter_udapussellawa,bopf,1140.0,1180.0
SALE_06_2026,high_grown,brighter_udapussellawa,pekoe_fbop,1300.0,1480.0
SALE_06_2026,high_grown,brighter_udapussellawa,op,920.0,960.0
SALE_06_2026,high_grown,best_uva,bop,1180.0,1220.0
SALE_06_2026,high_grown,best_uva,bopf,1240.0,1280.0
SALE_06_2026,high_grown,best_uva,pekoe_fbop,1240.0,1650.0
SALE_06_2026,high_grown,best_uva,op,980.0,1240.0
SALE_06_2026,high_grown,other_uva,bop,1120.0,
SALE_06_2026,high_grown,other_uva,bopf,1180.0,1220.0
SALE_06_2026,high_grown,other_uva,pekoe_fbop,790.0,1200.0
SALE_06_2026,high_grown,other_uva,op,560.0,960.0
SALE_02_2024,high_grown,best_western,bop,1260.0,1420.0
SALE_02_2024,high_grown,best_western,bopf,1260.0,1500.0
SALE_02_2024,high_grown,best_western,pekoe_fbop,1360.0,1800.0
SALE_02_2024,high_grown,best_western,op,1220.0,1650.0
SALE_02_2024,high_grown,below_best_western,bop,1140.0,1240.0
SALE_02_2024,high_grown,below_best_western,bopf,1120.0,1240.0
SALE_02_2024,high_grown,below_best_western,pekoe_fbop,1120.0,1340.0
SALE_02_2024,high_grown,below_best_western,op,1120.0,1200.0
SALE_02_2024,high_grown,plainer_western,bop,940.0,1120.0
SALE_02_2024,high_grown,plainer_western,bopf,980.0,1100.0
SALE_02_2024,high_grown,plainer_western,pekoe_fbop,800.0,1100.0
SALE_02_2024,high_grown,plainer_western,op,820.0,1100.0
SALE_02_2024,high_grown,brighter_udapussellawa,bop,1200.0,1260.0
SALE_02_2024,high_grown,brighter_udapussellawa,bopf,1120.0,1260.0
SALE_02_2024,high_grown,brighter_udapussellawa,pekoe_fbop,1420.0,1750.0
SALE_02_2024,high_grown,brighter_udapussellawa,op,1200.0,1400.0
SALE_02_2024,high_grown,other_udapussellawa,bop,980.0,1000.0
SALE_02_2024,high_grown,other_udapussellawa,bopf,890.0,1040.0
SALE_02_2024,high_grown,other_udapussellawa,pekoe_fbop,820.0,1400.0
SALE_02_2024,high_grown,other_udapussellawa,op,800.0,1180.0
SALE_02_2024,high_grown,best_uva,bop,1120.0,1240.0
SALE_02_2024,high_grown,best_uva,bopf,1000.0,1120.0
SALE_02_2024,high_grown,best_uva,pekoe_fbop,1360.0,1850.0
SALE_02_2024,high_grown,best_uva,op,1240.0,1480.0
SALE_10_2026,high_grown,best_western,bop,1360.0,1650.0
SALE_10_2026,high_grown,best_western,bopf,1380.0,1650.0
SALE_10_2026,high_grown,best_western,pekoe_fbop,1220.0,1420.0
SALE_10_2026,high_grown,best_western,op,1000.0,1040.0
SALE_10_2026,high_grown,best_uva,bop,1280.0,1300.0
SALE_10_2026,high_grown,best_uva,bopf,1240.0,1280.0
SALE_10_2026,high_grown,best_uva,pekoe_fbop,1220.0,1440.0
SALE_10_2026,high_grown,best_uva,op,1020.0,1180.0
SALE_23_2024,high_grown,best_western,bop,1420.0,1600.0
SALE_23_2024,high_grown,best_western,bopf,1300.0,1500.0
SALE_23_2024,high_grown,best_western,pekoe_fbop,1420.0,1950.0
SALE_23_2024,high_grown,best_western,op,1100.0,1340.0
SALE_23_2024,high_grown,below_best_western,bop,1140.0,1220.0
SALE_23_2024,high_grown,below_best_western,bopf,1140.0,1260.0
SALE_23_2024,high_grown,below_best_western,pekoe_fbop,1050.0,1400.0
SALE_23_2024,high_grown,below_best_western,op,950.0,1080.0
SALE_23_2024,high_grown,plainer_western,bop,1040.0,1100.0
SALE_23_2024,high_grown,plainer_western,bopf,1120.0,
SALE_23_2024,high_grown,plainer_western,pekoe_fbop,800.0,1020.0
SALE_23_2024,high_grown,plainer_western,op,780.0,920.0
SALE_23_2024,high_grown,brighter_udapussellawa,bop,1020.0,1080.0
SALE_23_2024,high_grown,brighter_udapussellawa,bopf,1120.0,1180.0
SALE_23_2024,high_grown,brighter_udapussellawa,pekoe_fbop,1200.0,1900.0
SALE_23_2024,high_grown,brighter_udapussellawa,op,1080.0,1320.0
SALE_23_2024,high_grown,other_udapussellawa,bop,980.0,1000.0
SALE_23_2024,high_grown,other_udapussellawa,bopf,1020.0,1100.0
SALE_23_2024,high_grown,other_udapussellawa,pekoe_fbop,820.0,1180.0
SALE_23_2024,high_grown,other_udapussellawa,op,760.0,1060.0
SALE_23_2024,high_grown,best_uva,bop,980.0,1040.0
SALE_23_2024,high_grown,best_uva,bopf,1140.0,1240.0
SALE_23_2024,high_grown,best_uva,pekoe_fbop,1300.0,2000.0
SALE_23_2024,high_grown,best_uva,op,1080.0,1440.0
SALE_45_2024,high_grown,best_western,bop,1280.0,1480.0
SALE_45_2024,high_grown,best_western,bopf,1240.0,1440.0
SALE_45_2024,high_grown,best_western,pekoe_fbop,1300.0,1550.0
SALE_45_2024,high_grown,best_western,op,1080.0,1160.0
SALE_45_2024,high_grown,below_best_western,bop,1080.0,1240.0
SALE_45_2024,high_grown,below_best_western,bopf,1120.0,1180.0
SALE_45_2024,high_grown,below_best_western,pekoe_fbop,1080.0,1280.0
SALE_45_2024,high_grown,below_best_western,op,980.0,1060.0
SALE_45_2024,high_grown,plainer_western,bop,1000.0,1060.0
SALE_45_2024,high_grown,plainer_western,bopf,1020.0,1100.0
SALE_45_2024,high_grown,plainer_western,pekoe_fbop,820.0,1060.0
SALE_45_2024,high_grown,plainer_western,op,760.0,960.0
SALE_45_2024,high_grown,brighter_udapussellawa,bop,1120.0,
SALE_45_2024,high_grown,brighter_udapussellawa,bopf,1060.0,1100.0
SALE_45_2024,high_grown,brighter_udapussellawa,pekoe_fbop,1180.0,1460.0
SALE_45_2024,high_grown,brighter_udapussellawa,op,940.0,1200.0
SALE_45_2024,high_grown,other_udapussellawa,bop,1020.0,
SALE_45_2024,high_grown,other_udapussellawa,bopf,1000.0,1040.0
SALE_45_2024,high_grown,other_udapussellawa,pekoe_fbop,900.0,1160.0
SALE_45_2024,high_grown,other_udapussellawa,op,800.0,920.0
SALE_45_2024,high_grown,best_uva,bop,1200.0,1220.0
SALE_45_2024,high_grown,best_uva,bopf,1120.0,1160.0
SALE_45_2024,high_grown,best_uva,pekoe_fbop,1140.0,1550.0
SALE_45_2024,high_grown,best_uva,op,1000.0,1240.0
SALE_44_2025,high_grown,best_western,bop,1340.0,1480.0
SALE_44_2025,high_grown,best_western,bopf,1300.0,1600.0
SALE_44_2025,high_grown,best_western,pekoe_fbop,1280.0,1500.0
SALE_44_2025,high_grown,best_western,op,1140.0,1280.0
SALE_44_2025,high_grown,below_best_western,bop,1200.0,1320.0
SALE_44_2025,high_grown,below_best_western,bopf,1240.0,1280.0
SALE_44_2025,high_grown,below_best_western,pekoe_fbop,1200.0,1220.0
SALE_44_2025,high_grown,below_best_western,op,1040.0,1060.0
SALE_44_2025,high_grown,plainer_western,bop,1100.0,1180.0
SALE_44_2025,high_grown,plainer_western,bopf,1100.0,1220.0
SALE_44_2025,high_grown,plainer_western,pekoe_fbop,1020.0,1060.0
SALE_44_2025,high_grown,plainer_western,op,800.0,
SALE_44_2025,high_grown,brighter_udapussellawa,bop,1160.0,1200.0
SALE_44_2025,high_grown,brighter_udapussellawa,bopf,1180.0,1260.0
SALE_44_2025,high_grown,brighter_udapussellawa,pekoe_fbop,1380.0,1420.0
SALE_44_2025,high_grown,brighter_udapussellawa,op,1000.0,1080.0
SALE_44_2025,high_grown,other_udapussellawa,bop,1020.0,1120.0
SALE_44_2025,high_grown,other_udapussellawa,bopf,1100.0,1160.0
SALE_44_2025,high_grown,other_udapussellawa,pekoe_fbop,1100.0,
SALE_44_2025,high_grown,other_udapussellawa,op,650.0,960.0
SALE_44_2025,high_grown,best_uva,bop,1240.0,1420.0
SALE_44_2025,high_grown,best_uva,bopf,1220.0,1300.0
SALE_44_2025,high_grown,best_uva,pekoe_fbop,1260.0,1500.0
SALE_44_2025,high_grown,best_uva,op,1060.0,1220.0
SALE_44_2025,high_grown,other_uva,bop,820.0,1040.0
SALE_44_2025,high_grown,other_uva,bopf,850.0,920.0
SALE_44_2025,high_grown,other_uva,pekoe_fbop,810.0,1240.0
SALE_44_2025,high_grown,other_uva,op,740.0,1000.0
SALE_31_2025,high_grown,best_western,bop,1100.0,1220.0
SALE_31_2025,high_grown,best_western,bopf,1180.0,1260.0
SALE_31_2025,high_grown,best_western,pekoe_fbop,1060.0,1200.0
SALE_31_2025,high_grown,best_western,op,1000.0,1040.0
SALE_31_2025,high_grown,below_best_western,bop,1100.0,1220.0
SALE_31_2025,high_grown,below_best_western,bopf,1180.0,1260.0
SALE_31_2025,high_grown,below_best_western,pekoe_fbop,1060.0,1200.0
SALE_31_2025,high_grown,below_best_western,op,1000.0,1040.0
SALE_31_2025,high_grown,plainer_western,bop,980.0,1080.0
SALE_31_2025,high_grown,plainer_western,bopf,1040.0,1160.0
SALE_31_2025,high_grown,plainer_western,pekoe_fbop,850.0,1000.0
SALE_31_2025,high_grown,plainer_western,op,920.0,980.0
SALE_31_2025,high_grown,best_uva,bop,2500.0,3600.0
SALE_31_2025,high_grown,best_uva,bopf,2250.0,2550.0
SALE_31_2025,high_grown,best_uva,pekoe_fbop,1320.0,1700.0
SALE_31_2025,high_grown,best_uva,op,1020.0,1180.0
SALE_31_2025,high_grown,other_uva,bop,1100.0,1300.0
SALE_31_2025,high_grown,other_uva,bopf,1200.0,1300.0
SALE_31_2025,high_grown,other_uva,pekoe_fbop,790.0,1300.0
SALE_31_2025,high_grown,other_uva,op,840.0,1000.0
SALE_02_2026,high_grown,best_western,bop,1340.0,1440.0
SALE_02_2026,high_grown,best_western,bopf,1300.0,1480.0
SALE_02_2026,high_grown,best_western,pekoe_fbop,1260.0,1550.0
SALE_02_2026,high_grown,best_western,op,1020.0,1220.0
SALE_02_2026,high_grown,below_best_western,bop,1200.0,1320.0
SALE_02_2026,high_grown,below_best_western,bopf,1220.0,1280.0
SALE_02_2026,high_grown,below_best_western,pekoe_fbop,1080.0,1240.0
SALE_02_2026,high_grown,below_best_western,op,920.0,980.0
SALE_02_2026,high_grown,plainer_western,bop,1080.0,1180.0
SALE_02_2026,high_grown,plainer_western,bopf,1140.0,1200.0
SALE_02_2026,high_grown,plainer_western,pekoe_fbop,900.0,980.0
SALE_02_2026,high_grown,plainer_western,op,710.0,860.0
SALE_02_2026,high_grown,brighter_udapussellawa,bop,1060.0,1100.0
SALE_02_2026,high_grown,brighter_udapussellawa,bopf,1140.0,1160.0
SALE_02_2026,high_grown,brighter_udapussellawa,pekoe_fbop,1240.0,1440.0
SALE_02_2026,high_grown,brighter_udapussellawa,op,940.0,1000.0
SALE_02_2026,high_grown,other_udapussellawa,bop,1020.0,1040.0
SALE_02_2026,high_grown,other_udapussellawa,bopf,1100.0,1120.0
SALE_02_2026,high_grown,other_udapussellawa,pekoe_fbop,940.0,1140.0
SALE_02_2026,high_grown,other_udapussellawa,op,780.0,830.0
SALE_02_2026,high_grown,best_uva,bop,1180.0,1280.0
SALE_02_2026,high_grown,best_uva,bopf,1200.0,1260.0
SALE_02_2026,high_grown,best_uva,pekoe_fbop,1240.0,1600.0
SALE_02_2026,high_grown,best_uva,op,1000.0,1200.0
SALE_11_2024,high_grown,best_western,bop,1480.0,1850.0
SALE_11_2024,high_grown,best_western,bopf,1500.0,1750.0
SALE_11_2024,high_grown,best_western,pekoe_fbop,1400.0,1800.0
SALE_11_2024,high_grown,best_western,op,1260.0,1500.0
SALE_11_2024,high_grown,below_best_western,bop,1280.0,1440.0
SALE_11_2024,high_grown,below_best_western,bopf,1380.0,1480.0
SALE_11_2024,high_grown,below_best_western,pekoe_fbop,1160.0,1380.0
SALE_11_2024,high_grown,below_best_western,op,1050.0,1240.0
SALE_11_2024,high_grown,plainer_western,bop,1100.0,1240.0
SALE_11_2024,high_grown,plainer_western,bopf,1250.0,1320.0
SALE_11_2024,high_grown,plainer_western,pekoe_fbop,920.0,1140.0
SALE_11_2024,high_grown,plainer_western,op,800.0,1020.0
SALE_11_2024,high_grown,brighter_udapussellawa,bop,1100.0,1120.0
SALE_11_2024,high_grown,brighter_udapussellawa,bopf,1220.0,1280.0
SALE_11_2024,high_grown,brighter_udapussellawa,pekoe_fbop,1350.0,2000.0
SALE_11_2024,high_grown,brighter_udapussellawa,op,1150.0,1480.0
SALE_11_2024,high_grown,other_udapussellawa,bop,1060.0,1100.0
SALE_11_2024,high_grown,other_udapussellawa,bopf,1120.0,1200.0
SALE_11_2024,high_grown,other_udapussellawa,pekoe_fbop,900.0,1320.0
SALE_11_2024,high_grown,other_udapussellawa,op,830.0,1120.0
SALE_11_2024,high_grown,best_uva,bop,1260.0,1320.0
SALE_11_2024,high_grown,best_uva,bopf,1260.0,1300.0
SALE_11_2024,high_grown,best_uva,pekoe_fbop,1400.0,2050.0
SALE_11_2024,high_grown,best_uva,op,1200.0,1550.0
SALE_32_2024,high_grown,best_western,bop,1420.0,1600.0
SALE_32_2024,high_grown,best_western,bopf,1340.0,1420.0
SALE_32_2024,high_grown,best_western,pekoe_fbop,1320.0,1800.0
SALE_32_2024,high_grown,best_western,op,1020.0,1300.0
SALE_32_2024,high_grown,below_best_western,bop,1200.0,1400.0
SALE_32_2024,high_grown,below_best_western,bopf,1180.0,1320.0
SALE_32_2024,high_grown,below_best_western,pekoe_fbop,1020.0,1300.0
SALE_32_2024,high_grown,below_best_western,op,980.0,1000.0
SALE_32_2024,high_grown,plainer_western,bop,1060.0,1280.0
SALE_32_2024,high_grown,plainer_western,bopf,1060.0,1160.0
SALE_32_2024,high_grown,plainer_western,pekoe_fbop,760.0,1000.0
SALE_32_2024,high_grown,plainer_western,op,760.0,960.0
SALE_32_2024,high_grown,brighter_udapussellawa,bop,1160.0,1180.0
SALE_32_2024,high_grown,brighter_udapussellawa,bopf,1160.0,1200.0
SALE_32_2024,high_grown,brighter_udapussellawa,pekoe_fbop,1140.0,1850.0
SALE_32_2024,high_grown,brighter_udapussellawa,op,940.0,1320.0
SALE_32_2024,high_grown,other_udapussellawa,bop,1100.0,1140.0
SALE_32_2024,high_grown,other_udapussellawa,bopf,1100.0,1140.0
SALE_32_2024,high_grown,other_udapussellawa,pekoe_fbop,800.0,1120.0
SALE_32_2024,high_grown,other_udapussellawa,op,760.0,920.0
SALE_32_2024,high_grown,best_uva,bop,1320.0,2750.0
SALE_32_2024,high_grown,best_uva,bopf,1320.0,2000.0
SALE_32_2024,high_grown,best_uva,pekoe_fbop,1280.0,1850.0
SALE_32_2024,high_grown,best_uva,op,960.0,1440.0
SALE_32_2024,high_grown,other_uva,bop,1140.0,1280.0
SALE_32_2024,high_grown,other_uva,bopf,1160.0,1260.0
SALE_32_2024,high_grown,other_uva,pekoe_fbop,780.0,1260.0
SALE_32_2024,high_grown,other_uva,op,740.0,940.0
SALE_07_2024,high_grown,best_western,bop,1280.0,1550.0
SALE_07_2024,high_grown,best_western,bopf,1340.0,1850.0
SALE_07_2024,high_grown,best_western,pekoe_fbop,1500.0,2050.0
SALE_07_2024,high_grown,best_western,op,1280.0,1750.0
SALE_07_2024,high_grown,below_best_western,bop,1180.0,1220.0
SALE_07_2024,high_grown,below_best_western,bopf,1160.0,1280.0
SALE_07_2024,high_grown,below_best_western,pekoe_fbop,1180.0,1450.0
SALE_07_2024,high_grown,below_best_western,op,1100.0,1260.0
SALE_07_2024,high_grown,plainer_western,bop,1040.0,1160.0
SALE_07_2024,high_grown,plainer_western,bopf,1040.0,1120.0
SALE_07_2024,high_grown,plainer_western,pekoe_fbop,900.0,1180.0
SALE_07_2024,high_grown,plainer_western,op,800.0,1080.0
SALE_07_2024,high_grown,other_udapussellawa,bop,1020.0,
SALE_07_2024,high_grown,other_udapussellawa,bopf,1000.0,1080.0
SALE_07_2024,high_grown,other_udapussellawa,pekoe_fbop,900.0,1480.0
SALE_07_2024,high_grown,other_udapussellawa,op,800.0,1080.0
SALE_07_2024,high_grown,best_uva,bop,1280.0,1480.0
SALE_07_2024,high_grown,best_uva,bopf,1320.0,1340.0
SALE_07_2024,high_grown,best_uva,pekoe_fbop,1450.0,2050.0
SALE_07_2024,high_grown,best_uva,op,1150.0,1550.0
SALE_19_2024,high_grown,best_western,bop,1260.0,1460.0
SALE_19_2024,high_grown,best_western,bopf,1340.0,1500.0
SALE_19_2024,high_grown,best_western,pekoe_fbop,1260.0,1750.0
SALE_19_2024,high_grown,best_western,op,1000.0,1440.0
SALE_19_2024,high_grown,below_best_western,bop,1200.0,1240.0
SALE_19_2024,high_grown,below_best_western,bopf,1260.0,1320.0
SALE_19_2024,high_grown,below_best_western,pekoe_fbop,920.0,1240.0
SALE_19_2024,high_grown,below_best_western,op,880.0,980.0
SALE_19_2024,high_grown,plainer_western,bop,1100.0,1180.0
SALE_19_2024,high_grown,plainer_western,bopf,1200.0,1260.0
SALE_19_2024,high_grown,plainer_western,pekoe_fbop,760.0,900.0
SALE_19_2024,high_grown,plainer_western,op,780.0,860.0
SALE_19_2024,high_grown,brighter_udapussellawa,bop,1120.0,1140.0
