Model,RMSE_mean,RMSE_std,MAE_mean,MAE_std,MAPE_mean,MAPE_std,R2_mean,R2_std
XGBoost,385.2778749906395,133.1088870691261,203.72795121527778,33.827874358416274,13.468696799368947,1.7350695598412726,0.733301376666537,0.13150179536765055
Random Forest,386.76811920750896,98.32970645692447,206.5276019329806,32.11981270709204,13.613371394910178,1.8584120333109986,0.7314368930618129,0.09771348209735868
LightGBM,389.79326513440503,125.52542750714845,218.01262072499452,45.68428518924859,14.407151228337273,1.9760210834956828,0.7250453078289354,0.13058913533613775
Gradient Boosting,401.41418166835064,106.40444936032068,245.12122930267395,38.454717834261785,16.490049809606642,1.7184740955667963,0.7143581323509249,0.09562445536600558
