Segment,Model_Type,Model,N_Rows_OOF,RMSE,MAE,MAPE,R2,Forecast_Horizon
dust,Unified,Random Forest,1812,146.3368982871809,108.71724613686536,11.946066418606744,0.45590505764852995,t_plus_1_week
high_grown,Segment-Specific,Random Forest,3000,199.74407113276834,134.523459510582,14.2360342427107,0.41408787456907137,t_plus_1_week
high_grown,Unified,Random Forest,1787,268.4232691627507,190.108943338574,19.52551816998177,-0.07037020874278888,t_plus_1_week
low_grown,Segment-Specific,XGBoost,5625,403.25354506901476,203.72795121527778,13.468696799368946,0.7174845349655319,t_plus_1_week
low_grown,Unified,Random Forest,4538,420.6163094195863,222.22867369112328,13.308126370175447,0.7141372004715859,t_plus_1_week
off_grade,Unified,Random Forest,1788,142.52917473366986,105.28698359433258,14.152215471071642,0.21147533132414575,t_plus_1_week
