sale_id,sale_number,sale_year,sale_month,private_sales_weekly_2026,private_sales_weekly_2025,private_sales_todate_2026,private_sales_todate_2025,public_auction_weekly_2026,public_auction_weekly_2025,public_auction_todate_2026,public_auction_todate_2025,forward_contracts_weekly_2026,forward_contracts_weekly_2025,forward_contracts_todate_2026,forward_contracts_todate_2025,total_sold_weekly_2026,total_sold_weekly_2025,total_sold_todate_2026,total_sold_todate_2025,fx_usd_2026,fx_usd_2025,fx_usd_2024,fx_gbp_2026,fx_gbp_2025,fx_gbp_2024,fx_eur_2026,fx_eur_2025,fx_eur_2024,fx_jpy_2026,fx_jpy_2025,fx_jpy_2024
SALE_2024_45,45,2024.0,November,110191.0,110785.0,5775369.0,4503126.0,4984144.0,4672059.0,210908525.0,210908525.0,99520.0,20000.0,2247856.0,2073908.0,5193855.0,4802844.0,218931750.0,217485559.0,288.19,321.71,360.96,369.08,393.47,422.41,305.25,342.47,369.97,1.86,2.11,2.55
SALE_2025_44,44,2025.0,November,134264.0,173299.0,9033346.0,5665178.0,4605134.0,4870545.0,211071443.0,205924381.0,20000.0,63050.0,2085259.0,2148336.0,4759398.0,5106894.0,222190048.0,213737895.0,300.5,288.54,321.59,349.3,371.41,395.57,345.78,309.42,342.73,1.93,1.86,2.13
SALE_2025_31,31,2025.0,August,190396.0,132486.0,6536209.0,3860203.0,4602603.0,4981688.0,151987808.0,143152122.0,20000.0,34910.0,1551231.0,1182330.0,4812999.0,5149084.0,160075248.0,148194655.0,297.07,297.69,315.11,397.64,379.07,401.21,343.48,324.33,344.98,1.99,2.04,2.19
SALE_2023_48,48,2023.0,December,162744.0,82468.0,4886235.0,3882366.0,4645055.0,3808974.0,224371913.0,223484531.0,,,,,4807799.0,3954652.0,231380056.0,229194757.0,322.68,361.3,198.5,405.36,442.95,262.02,346.81,379.19,223.46,2.18,2.66,1.73
SALE_2026_02,2,2026.0,January,174966.0,77364.0,174966.0,77364.0,4751955.0,5287479.0,4751955.0,5287479.0,22000.0,15000.0,22000.0,15000.0,4948921.0,5379843.0,4948921.0,5379843.0,305.53,290.74,291.32,408.91,352.54,363.13,354.82,297.76,300.65,1.92,1.83,1.83
SALE_2024_11,11,2024.0,March,140193.0,70514.0,1168614.0,973178.0,4719109.0,4265050.0,46515746.0,44427461.0,30000.0,76120.0,230000.0,662248.0,4889302.0,4411684.0,47914360.0,46062887.0,302.07,319.84,263.3,386.02,387.92,327.04,329.01,341.42,276.34,2.04,2.39,2.13
SALE_2024_32,32,2024.0,August,118848.0,116786.0,3979051.0,3139274.0,5209001.0,5247185.0,148361123.0,153533867.0,70480.0,30500.0,1252810.0,1831008.0,5398329.0,5394471.0,153592984.0,158504149.0,295.08,313.99,357.37,375.51,396.43,428.61,321.01,341.81,361.54,1.99,2.15,2.66
SALE_2024_07,7,2024.0,February,126709.0,105882.0,580109.0,611313.0,4371517.0,4006142.0,29286496.0,27563036.0,30000.0,55000.0,130000.0,380088.0,4528226.0,4167024.0,29996605.0,28554437.0,308.58,359.64,198.5,388.13,434.81,267.56,330.64,383.37,224.96,2.05,2.7,1.7
SALE_2024_19,19,2024.0,May,101837.0,98952.0,2094161.0,1804679.0,4392058.0,5366794.0,82625612.0,82420181.0,35500.0,62880.0,549700.0,1134968.0,4529395.0,5528626.0,85269473.0,85359828.0,296.74,302.42,354.56,372.65,376.67,436.85,319.56,327.46,373.02,1.88,2.21,2.74
UNKNOWN_Sale of 14 & 15 May 2025.pdf,18,,,203436.0,100882.0,3842383.0,1992324.0,5703925.0,4652167.0,82983730.0,78233554.0,45935.0,10075.0,1069871.0,514200.0,5953296.0,4763124.0,87895984.0,80740078.0,294.88,294.38,311.0,388.65,366.22,391.66,329.07,314.52,341.1,2.01,1.88,2.29
SALE_2023_45,45,2023.0,November,110785.0,87565.0,4503126.0,3642804.0,4673159.0,4582359.0,210357998.0,211556717.0,20000.0,45350.0,2073908.0,1664840.0,4803944.0,4715274.0,216935032.0,216864361.0,321.71,360.96,198.5,393.47,422.41,265.16,342.47,369.97,223.85,2.11,2.55,1.71
SALE_2025_40,40,2025.0,October,134899.0,191085.0,8366341.0,5055397.0,4476080.0,5165167.0,192952381.0,186791052.0,44250.0,71046.0,1948069.0,1899176.0,4655229.0,5427298.0,203266791.0,193745625.0,298.84,288.96,318.02,397.49,376.96,390.21,344.58,315.81,335.88,1.95,1.94,2.13
SALE_2025_48,48,2025.0,December,274893.0,142517.0,10133599.0,6133159.0,4682978.0,4262590.0,229436758.0,224655080.0,36800.0,58600.0,2256139.0,2379756.0,4994671.0,4463707.0,241826496.0,233167995.0,305.34,286.19,322.68,406.85,360.91,405.36,357.02,298.63,346.81,1.95,1.9,2.18
SALE_2025_27,27,2025.0,July,166053.0,166612.0,5694633.0,3268473.0,5243271.0,4615009.0,131993446.0,123544745.0,44000.0,75340.0,1446831.0,965490.0,5453324.0,4856961.0,139134940.0,127778708.0,297.23,299.79,306.15,397.71,382.6,396.53,345.25,322.8,337.01,2.0,1.85,2.18
SALE_2024_41,41,2024.0,October,145081.0,126103.0,5200479.0,4046799.0,4976078.0,3841627.0,191768690.0,192965156.0,66710.0,18780.0,1965886.0,2010768.0,5187869.0,3986510.0,198935054.0,199022723.0,288.91,318.27,360.4,376.26,387.28,406.76,313.1,334.39,351.76,1.93,2.12,2.4
SALE_2024_28,28,2024.0,July,139943.0,115196.0,3408417.0,2758829.0,4939639.0,5383098.0,128484704.0,132708204.0,50520.0,57400.0,1016010.0,1650468.0,5130102.0,5555694.0,132909131.0,137117501.0,297.73,314.95,357.85,384.57,412.32,424.63,322.55,353.18,360.42,1.86,2.26,2.57
SALE_2024_15,15,2024.0,April,128350.0,126144.0,1427434.0,1432963.0,4435414.0,4689319.0,65001524.0,62787867.0,66000.0,56040.0,335280.0,920968.0,4629764.0,4871503.0,66764238.0,65141798.0,295.28,312.9,327.5,365.88,387.42,429.46,312.52,342.31,358.3,1.9,2.32,2.55
SALE_2024_50,50,2024.0,December,177563.0,134626.0,6523909.0,5157482.0,5357236.0,4496413.0,234487363.0,232890391.0,92000.0,53000.0,2576756.0,2211908.0,5626799.0,4684039.0,243588028.0,240259781.0,286.44,321.94,361.19,361.8,407.0,437.51,299.53,349.48,380.7,1.85,2.25,2.63
SALE_2024_03,3,2024.0,January,124334.0,116949.0,201698.0,247195.0,4620052.0,4603529.0,9134164.0,9183952.0,25000.0,63240.0,40000.0,111240.0,4769386.0,4783718.0,9375862.0,9542387.0,317.35,360.41,198.5,400.88,440.57,269.81,344.85,386.59,226.14,2.16,2.74,1.72
SALE_2025_36,36,2025.0,September,210438.0,168725.0,7479682.0,4445044.0,4512363.0,4865958.0,175162234.0,167935564.0,33580.0,69330.0,1674819.0,1576560.0,4756381.0,5104013.0,184316735.0,173957168.0,298.31,294.59,316.77,404.9,385.47,394.46,350.0,324.8,338.96,2.01,2.05,2.14
SALE_2026_07,7,2026.0,February,336885.0,185706.0,1456717.0,1363242.0,4779486.0,4765046.0,28792362.0,30352236.0,26000.0,68446.0,217600.0,408416.0,5142371.0,5019198.0,30466679.0,32123894.0,305.67,291.28,308.85,413.1,365.55,388.13,360.73,303.05,330.64,1.98,1.9,2.05
SALE_2025_23,23,2025.0,June,162178.0,146108.0,4931196.0,2601259.0,5589313.0,5586586.0,110491505.0,104189974.0,63920.0,49200.0,1264831.0,742660.0,5815411.0,5781894.0,116687532.0,107533893.0,296.86,298.79,303.19,401.49,379.44,381.69,341.64,319.3,325.78,2.04,1.89,2.15
SALE_2026_11,11,2026.0,March,219289.0,213775.0,2516425.0,2266183.0,4255103.0,4247944.0,46580395.0,48847250.0,60000.0,47000.0,430560.0,661336.0,4534392.0,4508719.0,49527380.0,51774769.0,307.73,292.0,302.07,408.23,347.3,386.02,352.46,316.78,329.01,1.92,1.94,2.04
SALE_2023_50,50,2023.0,December,134626.0,47828.0,5157482.0,3992235.0,4496413.0,4620855.0,232890391.0,232506399.0,53000.0,43100.0,2211908.0,1912860.0,4684039.0,4711783.0,240259781.0,238411494.0,321.94,361.19,198.5,407.0,437.51,261.22,349.48,380.07,222.6,2.25,2.63,1.73
SALE_2024_24,24,2024.0,June,137771.0,90775.0,2739030.0,2382340.0,4878465.0,6264213.0,109068439.0,111394789.0,65290.0,58800.0,807950.0,1419668.0,5081526.0,6413788.0,112615419.0,115196797.0,299.31,298.47,357.28,378.58,379.69,436.34,319.23,324.45,374.28,1.89,2.1,2.63
SALE_2024_37,37,2024.0,September,182418.0,83237.0,4627463.0,3567819.0,4813150.0,4373403.0,172748114.0,176976517.0,68240.0,30640.0,1644800.0,1938048.0,5063808.0,4487280.0,179020377.0,182482384.0,296.45,318.26,359.13,388.24,392.99,408.29,326.87,338.65,357.89,2.09,2.14,2.49
SALE_2025_32,32,2025.0,August,208939.0,118848.0,6745148.0,3979051.0,4962379.0,5151886.0,156950187.0,148304008.0,20000.0,70480.0,1571231.0,1252810.0,5191318.0,5341214.0,165266566.0,153535869.0,297.5,295.08,313.99,400.46,375.51,396.43,345.42,321.01,341.81,2.0,1.99,2.15
SALE_2024_08,8,2024.0,February,170102.0,90069.0,750211.0,701382.0,4325722.0,4412397.0,33612218.0,31975433.0,,,,,4495824.0,4570426.0,34492429.0,33124863.0,307.47,359.97,198.5,386.05,430.75,268.36,329.62,381.13,224.18,2.03,2.65,1.72
SALE_2024_12,12,2024.0,March,130470.0,99837.0,1299084.0,1073015.0,4753048.0,4605322.0,51268794.0,49032783.0,39280.0,11160.0,269280.0,673408.0,4922798.0,4716319.0,52837158.0,50779206.0,299.29,316.84,272.06,379.41,387.67,359.08,323.83,338.68,302.66,1.99,2.4,2.27
