Model,RMSE_mean,RMSE_std,MAE_mean,MAE_std,MAPE_mean,MAPE_std,R2_mean,R2_std
LightGBM,140.43411490753996,34.29514364340888,74.48630385286,17.5766792380466,4.1010993047898925,0.8565491772737034,0.9669878151288401,0.009119291919053966
Gradient Boosting,142.98565446303184,39.678504379242824,74.93271225859736,20.961942183182256,4.076355831091832,0.884156844618601,0.9659310904583691,0.010705266047375787
XGBoost,145.69189330980265,35.090649026745744,75.94931270839932,18.131291661901283,4.097681692298477,0.8474521473865751,0.9645741761085113,0.00935597063935346
Random Forest,147.33486251409147,39.76857782343661,77.39149774774775,19.12926766218134,4.229560777963908,0.7941137008237329,0.963730018905741,0.011524559646053836
