Segment,Gradient Boosting,LightGBM,Random Forest,XGBoost
dust,0.3513060933989226,0.3913086319486485,0.4130530962768648,0.427293738763859
high_grown,0.2447280204513874,0.273653190177369,0.2867372804974778,0.2402281554904484
low_grown,0.8760380578378765,0.7718138173943236,0.849648886581377,0.6593934385582205
off_grade,0.1555965566134328,0.2329370593019654,0.2840875020620704,0.2623325723710554
